,HomeTeam,AwayTeam,FT Result,HTH Goals,HTA Goals,HT Result,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red
7278,13,40,0,1.0,0.0,0,14.0,14.0,8.0,6.0,11.0,16.0,3.0,6.0,0.0,2.0,0.0,0.0
7279,5,1,1,0.0,0.0,1,13.0,6.0,7.0,3.0,16.0,22.0,6.0,3.0,2.0,4.0,0.0,0.0
7280,2,19,0,0.0,0.0,1,11.0,7.0,7.0,3.0,12.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0
7281,31,0,0,0.0,0.0,1,8.0,6.0,4.0,3.0,23.0,13.0,5.0,4.0,2.0,1.0,0.0,1.0
7282,26,30,0,0.0,0.0,1,23.0,6.0,13.0,3.0,10.0,18.0,11.0,2.0,1.0,2.0,0.0,1.0
7283,2,45,2,1.0,2.0,2,14.0,10.0,6.0,4.0,12.0,5.0,11.0,8.0,1.0,1.0,0.0,0.0
7284,13,28,2,1.0,2.0,2,10.0,17.0,4.0,9.0,20.0,14.0,8.0,4.0,2.0,3.0,0.0,0.0
7285,26,46,0,2.0,0.0,0,16.0,10.0,12.0,6.0,16.0,15.0,11.0,6.0,1.0,2.0,0.0,0.0
7286,5,0,0,2.0,0.0,0,10.0,8.0,9.0,3.0,16.0,15.0,9.0,3.0,1.0,2.0,0.0,0.0
7287,31,1,1,1.0,0.0,0,8.0,9.0,2.0,6.0,17.0,15.0,6.0,4.0,1.0,2.0,0.0,0.0
7288,44,19,1,0.0,0.0,1,5.0,8.0,4.0,1.0,8.0,15.0,1.0,3.0,1.0,3.0,0.0,1.0
7289,42,40,0,1.0,1.0,1,14.0,5.0,8.0,2.0,8.0,19.0,12.0,0.0,0.0,2.0,0.0,0.0
7290,14,30,0,0.0,0.0,1,17.0,10.0,9.0,5.0,15.0,14.0,6.0,4.0,0.0,0.0,0.0,0.0
7291,29,34,0,1.0,0.0,0,19.0,8.0,12.0,4.0,9.0,16.0,11.0,4.0,0.0,1.0,0.0,0.0
7292,3,18,2,0.0,2.0,2,15.0,8.0,7.0,5.0,8.0,18.0,7.0,5.0,1.0,1.0,1.0,0.0
7293,40,26,2,0.0,2.0,2,8.0,15.0,4.0,11.0,15.0,10.0,3.0,3.0,0.0,2.0,0.0,1.0
7294,19,5,0,2.0,0.0,0,10.0,5.0,7.0,3.0,17.0,18.0,3.0,6.0,2.0,7.0,0.0,0.0
7295,45,29,2,1.0,0.0,0,10.0,16.0,3.0,10.0,15.0,7.0,4.0,5.0,2.0,3.0,0.0,0.0
7296,18,31,0,0.0,0.0,1,14.0,16.0,9.0,10.0,19.0,19.0,12.0,8.0,1.0,5.0,0.0,0.0
7297,30,44,1,1.0,1.0,1,13.0,9.0,8.0,6.0,15.0,13.0,6.0,5.0,1.0,1.0,0.0,0.0
7298,46,42,2,0.0,1.0,2,11.0,7.0,3.0,5.0,14.0,17.0,6.0,5.0,0.0,2.0,0.0,0.0
7299,34,14,2,0.0,1.0,2,6.0,12.0,2.0,6.0,22.0,7.0,2.0,1.0,5.0,1.0,0.0,0.0
7300,40,2,2,0.0,0.0,1,4.0,10.0,3.0,7.0,7.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0
7301,0,3,0,2.0,0.0,0,13.0,15.0,10.0,9.0,9.0,15.0,9.0,10.0,1.0,2.0,0.0,0.0
7302,1,13,0,0.0,0.0,1,16.0,5.0,10.0,3.0,9.0,12.0,10.0,3.0,2.0,2.0,0.0,0.0
7303,28,26,2,0.0,0.0,1,3.0,8.0,1.0,6.0,13.0,13.0,6.0,4.0,0.0,2.0,0.0,0.0
7304,42,45,1,1.0,0.0,0,15.0,8.0,8.0,4.0,16.0,13.0,9.0,7.0,3.0,1.0,0.0,0.0
7305,30,19,0,0.0,1.0,2,20.0,9.0,11.0,6.0,9.0,16.0,9.0,4.0,0.0,1.0,0.0,0.0
7306,46,0,2,2.0,3.0,2,11.0,13.0,5.0,8.0,16.0,17.0,2.0,2.0,3.0,3.0,0.0,0.0
7307,13,29,2,0.0,1.0,2,18.0,13.0,11.0,7.0,13.0,11.0,4.0,3.0,0.0,2.0,0.0,0.0
7308,14,31,0,0.0,0.0,1,12.0,3.0,4.0,2.0,12.0,13.0,3.0,5.0,2.0,1.0,0.0,0.0
7309,40,1,2,0.0,0.0,1,8.0,16.0,6.0,11.0,10.0,13.0,6.0,5.0,2.0,1.0,0.0,0.0
7310,26,34,0,2.0,0.0,0,15.0,7.0,11.0,5.0,7.0,8.0,7.0,6.0,1.0,1.0,0.0,0.0
7311,44,18,0,1.0,0.0,0,11.0,11.0,8.0,6.0,11.0,9.0,4.0,8.0,0.0,0.0,0.0,0.0
7312,28,3,1,0.0,0.0,1,12.0,5.0,4.0,4.0,7.0,15.0,4.0,4.0,2.0,4.0,0.0,0.0
7313,5,42,0,1.0,0.0,0,9.0,9.0,8.0,7.0,13.0,9.0,6.0,5.0,0.0,1.0,0.0,0.0
7314,18,30,0,1.0,0.0,0,12.0,17.0,8.0,9.0,21.0,16.0,9.0,3.0,2.0,1.0,0.0,0.0
7315,29,14,0,1.0,0.0,0,10.0,21.0,5.0,11.0,19.0,14.0,5.0,9.0,3.0,4.0,0.0,0.0
7316,1,26,2,0.0,0.0,1,6.0,10.0,2.0,6.0,16.0,11.0,3.0,5.0,2.0,2.0,0.0,0.0
7317,0,40,0,2.0,0.0,0,12.0,1.0,9.0,1.0,11.0,13.0,4.0,6.0,0.0,1.0,0.0,0.0
7318,45,44,0,0.0,0.0,1,10.0,10.0,6.0,6.0,15.0,12.0,8.0,5.0,2.0,0.0,0.0,0.0
7319,34,46,2,0.0,0.0,1,7.0,7.0,4.0,5.0,11.0,13.0,5.0,8.0,1.0,2.0,0.0,0.0
7320,3,13,0,2.0,1.0,0,9.0,10.0,3.0,9.0,9.0,15.0,7.0,9.0,0.0,2.0,0.0,0.0
7321,19,28,0,2.0,1.0,0,9.0,4.0,5.0,2.0,10.0,16.0,4.0,2.0,1.0,3.0,0.0,0.0
7322,31,2,0,0.0,0.0,1,10.0,9.0,5.0,3.0,20.0,18.0,3.0,2.0,3.0,2.0,0.0,0.0
7323,28,1,0,2.0,0.0,0,13.0,11.0,5.0,5.0,17.0,10.0,2.0,6.0,1.0,1.0,0.0,0.0
7324,44,31,2,0.0,0.0,1,8.0,11.0,4.0,8.0,9.0,14.0,9.0,4.0,0.0,1.0,0.0,0.0
7325,14,3,0,2.0,2.0,1,19.0,6.0,10.0,4.0,12.0,19.0,5.0,2.0,1.0,5.0,0.0,0.0
7326,42,0,1,1.0,0.0,0,11.0,10.0,3.0,7.0,18.0,13.0,6.0,1.0,4.0,2.0,0.0,0.0
7327,30,29,0,3.0,0.0,0,7.0,13.0,4.0,8.0,14.0,22.0,2.0,6.0,1.0,4.0,0.0,0.0
7328,26,45,0,1.0,0.0,0,17.0,4.0,9.0,2.0,15.0,13.0,10.0,5.0,2.0,0.0,0.0,0.0
7329,46,19,0,0.0,0.0,1,12.0,7.0,6.0,1.0,11.0,7.0,6.0,3.0,1.0,1.0,0.0,0.0
7330,40,34,2,1.0,0.0,0,5.0,5.0,2.0,5.0,11.0,9.0,11.0,2.0,0.0,1.0,0.0,0.0
7331,2,18,2,0.0,1.0,2,18.0,11.0,8.0,6.0,11.0,15.0,8.0,6.0,0.0,1.0,0.0,0.0
7332,13,5,2,0.0,0.0,1,7.0,11.0,4.0,7.0,11.0,13.0,4.0,2.0,1.0,0.0,0.0,0.0
7333,31,40,0,2.0,2.0,1,12.0,10.0,9.0,5.0,12.0,13.0,5.0,3.0,2.0,2.0,0.0,0.0
7334,5,44,0,0.0,0.0,1,19.0,2.0,12.0,1.0,13.0,16.0,10.0,1.0,2.0,2.0,0.0,0.0
7335,45,30,0,0.0,0.0,1,15.0,19.0,8.0,9.0,11.0,9.0,4.0,7.0,1.0,2.0,0.0,0.0
7336,18,14,1,1.0,0.0,0,4.0,24.0,4.0,12.0,14.0,14.0,3.0,11.0,2.0,2.0,0.0,0.0
7337,1,46,2,0.0,1.0,2,16.0,6.0,5.0,6.0,12.0,13.0,9.0,5.0,0.0,0.0,0.0,0.0
7338,29,42,1,1.0,0.0,0,13.0,9.0,9.0,7.0,15.0,12.0,7.0,8.0,2.0,3.0,0.0,0.0
7339,34,13,2,1.0,0.0,0,15.0,11.0,6.0,7.0,10.0,15.0,6.0,5.0,2.0,3.0,0.0,0.0
7340,3,2,0,0.0,0.0,1,11.0,3.0,5.0,2.0,22.0,17.0,3.0,9.0,0.0,3.0,0.0,0.0
7341,19,26,0,1.0,0.0,0,6.0,14.0,3.0,6.0,9.0,14.0,3.0,8.0,0.0,2.0,0.0,0.0
7342,0,28,0,0.0,0.0,1,4.0,7.0,2.0,4.0,24.0,17.0,4.0,3.0,3.0,5.0,0.0,0.0
7343,13,19,1,0.0,1.0,2,14.0,13.0,3.0,1.0,19.0,19.0,6.0,1.0,2.0,3.0,0.0,0.0
7344,28,45,0,1.0,0.0,0,22.0,6.0,17.0,3.0,11.0,13.0,9.0,3.0,2.0,0.0,0.0,0.0
7345,2,1,2,0.0,1.0,2,8.0,4.0,5.0,1.0,13.0,19.0,11.0,5.0,2.0,2.0,0.0,0.0
7346,40,29,2,0.0,1.0,2,11.0,15.0,6.0,9.0,12.0,10.0,4.0,5.0,3.0,1.0,0.0,0.0
7347,44,0,0,1.0,1.0,1,5.0,14.0,4.0,10.0,23.0,10.0,3.0,6.0,1.0,2.0,0.0,0.0
7348,26,3,0,0.0,0.0,1,19.0,4.0,5.0,1.0,8.0,22.0,9.0,2.0,0.0,3.0,0.0,1.0
7349,46,31,0,1.0,0.0,0,12.0,11.0,6.0,7.0,15.0,20.0,6.0,5.0,2.0,3.0,1.0,0.0
7350,42,18,0,0.0,0.0,1,7.0,8.0,5.0,4.0,13.0,9.0,5.0,8.0,0.0,2.0,0.0,0.0
7351,30,34,1,0.0,0.0,1,14.0,9.0,7.0,4.0,12.0,12.0,6.0,3.0,2.0,3.0,0.0,0.0
7352,14,5,0,0.0,1.0,2,17.0,4.0,8.0,2.0,10.0,17.0,5.0,3.0,2.0,2.0,0.0,1.0
7353,46,5,0,0.0,0.0,1,16.0,13.0,9.0,4.0,11.0,14.0,4.0,8.0,0.0,2.0,0.0,0.0
7354,26,14,2,1.0,2.0,2,11.0,7.0,5.0,5.0,15.0,17.0,4.0,2.0,1.0,3.0,0.0,0.0
7355,1,30,2,0.0,1.0,2,13.0,13.0,6.0,10.0,17.0,10.0,6.0,5.0,4.0,1.0,0.0,0.0
7356,28,18,0,0.0,0.0,1,14.0,5.0,5.0,4.0,16.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0
7357,0,2,0,0.0,0.0,1,16.0,2.0,13.0,2.0,13.0,17.0,11.0,4.0,0.0,1.0,0.0,1.0
7358,40,45,1,1.0,0.0,0,16.0,6.0,8.0,3.0,12.0,15.0,5.0,3.0,1.0,5.0,0.0,0.0
7359,3,44,0,0.0,0.0,1,20.0,6.0,11.0,3.0,15.0,17.0,11.0,1.0,2.0,0.0,0.0,0.0
7360,13,42,2,1.0,0.0,0,9.0,13.0,4.0,7.0,15.0,17.0,1.0,6.0,3.0,2.0,0.0,0.0
7361,34,31,1,0.0,0.0,1,10.0,6.0,6.0,3.0,12.0,12.0,4.0,4.0,1.0,2.0,0.0,0.0
7362,19,29,2,2.0,3.0,2,11.0,11.0,6.0,7.0,20.0,11.0,3.0,9.0,2.0,1.0,0.0,0.0
7363,42,19,0,1.0,0.0,0,9.0,8.0,4.0,5.0,10.0,9.0,6.0,6.0,0.0,3.0,0.0,0.0
7364,30,40,2,0.0,1.0,2,20.0,4.0,11.0,2.0,13.0,21.0,8.0,2.0,3.0,2.0,0.0,0.0
7365,29,3,2,0.0,1.0,2,27.0,10.0,8.0,10.0,13.0,15.0,7.0,1.0,1.0,3.0,0.0,0.0
7366,45,0,1,0.0,0.0,1,6.0,8.0,0.0,2.0,11.0,7.0,4.0,3.0,2.0,0.0,0.0,0.0
7367,18,46,2,0.0,0.0,1,14.0,11.0,7.0,3.0,17.0,21.0,11.0,3.0,2.0,1.0,0.0,0.0
7368,2,26,1,0.0,0.0,1,4.0,14.0,4.0,6.0,14.0,14.0,3.0,7.0,2.0,3.0,1.0,0.0
7369,31,28,0,1.0,0.0,0,8.0,8.0,6.0,4.0,14.0,14.0,3.0,6.0,0.0,2.0,0.0,0.0
7370,44,13,2,0.0,2.0,2,18.0,8.0,10.0,4.0,10.0,12.0,6.0,3.0,0.0,1.0,0.0,0.0
7371,5,34,0,1.0,0.0,0,11.0,6.0,2.0,4.0,9.0,6.0,7.0,3.0,2.0,2.0,0.0,0.0
7372,14,1,0,1.0,1.0,1,18.0,3.0,6.0,2.0,8.0,17.0,9.0,1.0,1.0,1.0,0.0,0.0
7373,0,18,0,2.0,0.0,0,11.0,4.0,4.0,2.0,13.0,19.0,4.0,0.0,2.0,3.0,0.0,0.0
7374,26,29,1,0.0,0.0,1,9.0,4.0,3.0,1.0,24.0,15.0,4.0,2.0,2.0,2.0,0.0,0.0
7375,3,31,2,0.0,0.0,1,17.0,4.0,10.0,3.0,14.0,19.0,7.0,2.0,1.0,5.0,0.0,1.0
7376,28,5,2,0.0,0.0,1,17.0,5.0,8.0,1.0,14.0,16.0,7.0,5.0,1.0,1.0,0.0,0.0
7377,46,30,1,0.0,1.0,2,11.0,10.0,4.0,3.0,11.0,16.0,4.0,5.0,0.0,1.0,0.0,0.0
7378,34,2,1,1.0,1.0,1,14.0,3.0,9.0,2.0,16.0,14.0,7.0,3.0,2.0,0.0,0.0,1.0
7379,13,14,2,0.0,0.0,1,11.0,16.0,4.0,11.0,11.0,10.0,2.0,7.0,0.0,2.0,0.0,0.0
7380,1,42,1,1.0,0.0,0,13.0,13.0,6.0,7.0,14.0,14.0,4.0,3.0,1.0,2.0,0.0,0.0
7381,40,44,1,1.0,0.0,0,11.0,13.0,6.0,6.0,19.0,11.0,1.0,9.0,0.0,3.0,0.0,0.0
7382,19,45,2,0.0,0.0,1,9.0,10.0,6.0,3.0,11.0,14.0,4.0,6.0,2.0,1.0,0.0,0.0
7383,45,1,0,2.0,0.0,0,14.0,14.0,9.0,8.0,15.0,12.0,4.0,11.0,0.0,1.0,0.0,0.0
7384,5,3,1,0.0,0.0,1,12.0,7.0,6.0,3.0,18.0,17.0,4.0,4.0,1.0,2.0,0.0,0.0
7385,29,28,1,1.0,0.0,0,7.0,5.0,2.0,3.0,12.0,18.0,3.0,5.0,1.0,4.0,0.0,0.0
7386,2,13,2,0.0,1.0,2,18.0,8.0,5.0,4.0,9.0,10.0,13.0,4.0,0.0,2.0,0.0,0.0
7387,18,34,2,0.0,0.0,1,11.0,12.0,6.0,8.0,10.0,12.0,11.0,6.0,2.0,1.0,0.0,0.0
7388,44,46,2,1.0,1.0,1,10.0,9.0,5.0,4.0,19.0,15.0,5.0,0.0,3.0,1.0,0.0,0.0
7389,30,0,0,1.0,0.0,0,6.0,13.0,5.0,8.0,17.0,16.0,6.0,7.0,3.0,4.0,0.0,0.0
7390,31,19,1,0.0,1.0,2,15.0,13.0,10.0,8.0,19.0,16.0,10.0,8.0,4.0,1.0,1.0,0.0
7391,42,26,1,0.0,0.0,1,10.0,11.0,7.0,6.0,16.0,13.0,4.0,4.0,1.0,1.0,0.0,0.0
7392,14,40,0,0.0,0.0,1,9.0,2.0,6.0,2.0,14.0,10.0,4.0,2.0,1.0,0.0,0.0,0.0
7393,31,29,2,0.0,0.0,1,9.0,11.0,4.0,5.0,26.0,16.0,5.0,3.0,1.0,2.0,0.0,0.0
7394,30,13,2,0.0,1.0,2,10.0,12.0,6.0,8.0,18.0,15.0,6.0,1.0,2.0,1.0,0.0,0.0
7395,19,18,0,0.0,0.0,1,9.0,6.0,4.0,2.0,19.0,25.0,6.0,2.0,1.0,2.0,0.0,1.0
7396,42,14,2,0.0,1.0,2,11.0,13.0,6.0,7.0,16.0,12.0,2.0,5.0,3.0,2.0,1.0,0.0
7397,28,34,0,0.0,0.0,1,16.0,7.0,9.0,2.0,13.0,17.0,12.0,3.0,1.0,2.0,0.0,0.0
7398,1,3,0,1.0,0.0,0,10.0,9.0,3.0,2.0,13.0,16.0,4.0,11.0,2.0,2.0,0.0,0.0
7399,46,40,0,1.0,0.0,0,11.0,9.0,5.0,7.0,11.0,13.0,0.0,6.0,3.0,3.0,0.0,0.0
7400,44,2,2,1.0,3.0,2,15.0,8.0,8.0,7.0,11.0,24.0,3.0,2.0,1.0,3.0,0.0,0.0
7401,45,5,2,0.0,0.0,1,13.0,10.0,6.0,6.0,13.0,16.0,7.0,7.0,1.0,4.0,0.0,0.0
7402,14,44,0,2.0,0.0,0,11.0,0.0,8.0,0.0,10.0,7.0,9.0,1.0,0.0,1.0,0.0,0.0
7403,5,31,0,1.0,0.0,0,14.0,7.0,6.0,4.0,12.0,17.0,4.0,3.0,0.0,1.0,0.0,0.0
7404,3,42,1,0.0,0.0,1,11.0,1.0,7.0,1.0,15.0,12.0,7.0,0.0,2.0,2.0,1.0,0.0
7405,0,19,0,1.0,1.0,1,20.0,8.0,14.0,3.0,16.0,11.0,6.0,7.0,5.0,2.0,0.0,0.0
7406,34,1,1,1.0,1.0,1,20.0,7.0,11.0,3.0,12.0,10.0,13.0,4.0,3.0,1.0,0.0,1.0
7407,2,30,2,0.0,2.0,2,14.0,8.0,8.0,3.0,14.0,15.0,2.0,2.0,0.0,1.0,0.0,0.0
7408,40,28,2,1.0,2.0,2,15.0,12.0,10.0,7.0,10.0,10.0,5.0,3.0,1.0,2.0,0.0,0.0
7409,5,18,2,0.0,0.0,1,16.0,3.0,6.0,1.0,10.0,13.0,8.0,3.0,0.0,1.0,0.0,0.0
7410,14,0,0,0.0,0.0,1,9.0,9.0,6.0,3.0,17.0,21.0,3.0,7.0,2.0,3.0,0.0,0.0
7411,2,28,2,1.0,1.0,1,9.0,9.0,2.0,6.0,7.0,12.0,9.0,4.0,3.0,1.0,0.0,0.0
7412,3,19,0,1.0,0.0,0,16.0,8.0,9.0,4.0,26.0,14.0,8.0,1.0,2.0,2.0,0.0,0.0
7413,29,1,0,0.0,0.0,1,18.0,3.0,12.0,3.0,13.0,21.0,11.0,7.0,2.0,1.0,0.0,0.0
7414,44,34,0,1.0,0.0,0,6.0,10.0,2.0,2.0,21.0,19.0,3.0,3.0,4.0,3.0,0.0,0.0
7415,13,46,0,1.0,0.0,0,21.0,4.0,10.0,0.0,10.0,11.0,4.0,4.0,0.0,1.0,0.0,0.0
7416,26,40,0,1.0,0.0,0,15.0,2.0,6.0,0.0,8.0,20.0,5.0,5.0,2.0,3.0,0.0,1.0
7417,31,45,1,0.0,0.0,1,14.0,6.0,6.0,1.0,9.0,11.0,10.0,2.0,1.0,1.0,0.0,1.0
7418,42,30,0,0.0,0.0,1,18.0,12.0,8.0,3.0,16.0,10.0,5.0,6.0,3.0,1.0,0.0,0.0
7419,0,31,0,0.0,0.0,1,15.0,2.0,12.0,1.0,15.0,17.0,8.0,3.0,0.0,1.0,0.0,1.0
7420,46,14,2,0.0,0.0,1,12.0,20.0,5.0,9.0,14.0,7.0,2.0,6.0,1.0,0.0,0.0,0.0
7421,19,2,1,0.0,0.0,1,15.0,7.0,7.0,4.0,12.0,13.0,6.0,6.0,1.0,2.0,0.0,0.0
7422,28,44,1,0.0,0.0,1,15.0,13.0,8.0,3.0,13.0,11.0,3.0,6.0,2.0,3.0,0.0,0.0
7423,34,42,2,0.0,1.0,2,11.0,11.0,7.0,6.0,13.0,23.0,7.0,2.0,0.0,2.0,0.0,0.0
7424,45,3,0,0.0,1.0,2,13.0,11.0,5.0,5.0,11.0,14.0,2.0,6.0,0.0,1.0,0.0,1.0
7425,30,26,1,0.0,0.0,1,4.0,16.0,2.0,7.0,17.0,11.0,5.0,0.0,2.0,3.0,1.0,0.0
7426,18,29,2,0.0,1.0,2,10.0,12.0,5.0,5.0,15.0,14.0,8.0,6.0,3.0,1.0,0.0,0.0
7427,40,13,2,1.0,1.0,1,12.0,14.0,8.0,4.0,15.0,17.0,5.0,5.0,2.0,0.0,0.0,1.0
7428,1,5,1,2.0,2.0,1,3.0,13.0,2.0,6.0,14.0,16.0,7.0,8.0,0.0,2.0,0.0,0.0
7429,44,34,0,0.0,0.0,1,9.0,8.0,5.0,2.0,12.0,13.0,6.0,1.0,0.0,1.0,0.0,0.0
7430,2,0,0,0.0,0.0,1,9.0,11.0,4.0,5.0,10.0,8.0,3.0,2.0,1.0,0.0,0.0,0.0
7431,19,32,0,2.0,0.0,0,13.0,2.0,9.0,0.0,11.0,12.0,4.0,13.0,0.0,1.0,0.0,0.0
7432,38,29,2,1.0,1.0,1,11.0,16.0,3.0,8.0,14.0,13.0,5.0,3.0,1.0,2.0,0.0,0.0
7433,26,1,0,2.0,0.0,0,15.0,13.0,7.0,4.0,10.0,16.0,9.0,5.0,0.0,0.0,0.0,0.0
7434,28,30,1,0.0,1.0,2,10.0,4.0,5.0,3.0,12.0,15.0,10.0,3.0,2.0,4.0,0.0,0.0
7435,31,14,1,1.0,1.0,1,8.0,12.0,4.0,7.0,11.0,17.0,6.0,4.0,4.0,4.0,0.0,0.0
7436,13,16,1,1.0,0.0,0,8.0,9.0,5.0,6.0,14.0,14.0,3.0,8.0,2.0,2.0,0.0,0.0
7437,42,3,1,0.0,0.0,1,11.0,12.0,7.0,8.0,10.0,14.0,5.0,7.0,2.0,2.0,0.0,0.0
7438,5,18,0,0.0,1.0,2,16.0,10.0,9.0,5.0,12.0,17.0,5.0,6.0,2.0,1.0,1.0,0.0
7439,0,18,0,3.0,0.0,0,19.0,7.0,12.0,3.0,9.0,12.0,4.0,2.0,2.0,0.0,0.0,0.0
7440,29,14,2,1.0,1.0,1,15.0,7.0,9.0,6.0,11.0,14.0,7.0,0.0,2.0,3.0,0.0,0.0
7441,0,26,0,2.0,0.0,0,11.0,11.0,8.0,6.0,13.0,10.0,1.0,4.0,0.0,2.0,0.0,0.0
7442,3,19,2,1.0,1.0,1,13.0,8.0,6.0,6.0,11.0,23.0,8.0,5.0,2.0,2.0,1.0,1.0
7443,16,38,1,1.0,1.0,1,14.0,7.0,6.0,3.0,16.0,18.0,5.0,2.0,3.0,1.0,1.0,1.0
7444,18,31,0,1.0,0.0,0,8.0,9.0,6.0,4.0,22.0,11.0,3.0,2.0,3.0,1.0,0.0,1.0
7445,14,13,0,0.0,0.0,1,15.0,6.0,6.0,3.0,7.0,13.0,2.0,5.0,0.0,0.0,0.0,0.0
7446,29,44,1,1.0,0.0,0,27.0,2.0,14.0,0.0,10.0,13.0,12.0,0.0,1.0,0.0,0.0,0.0
7447,34,5,1,0.0,1.0,2,9.0,12.0,4.0,4.0,12.0,23.0,2.0,9.0,0.0,2.0,0.0,0.0
7448,30,42,0,1.0,0.0,0,16.0,5.0,8.0,2.0,14.0,10.0,4.0,3.0,1.0,3.0,0.0,0.0
7449,32,2,0,1.0,0.0,0,8.0,22.0,4.0,9.0,20.0,10.0,1.0,7.0,1.0,5.0,0.0,1.0
7450,1,28,2,0.0,2.0,2,15.0,10.0,8.0,4.0,8.0,18.0,6.0,2.0,1.0,1.0,0.0,0.0
7451,19,31,2,0.0,1.0,2,6.0,4.0,3.0,3.0,11.0,13.0,1.0,2.0,1.0,1.0,0.0,0.0
7452,44,0,2,0.0,0.0,1,7.0,8.0,3.0,5.0,12.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0
7453,13,29,2,0.0,2.0,2,6.0,18.0,4.0,12.0,6.0,15.0,1.0,7.0,0.0,2.0,1.0,0.0
7454,42,1,0,3.0,1.0,0,20.0,4.0,14.0,3.0,13.0,17.0,9.0,3.0,1.0,2.0,0.0,0.0
7455,19,18,0,2.0,0.0,0,11.0,11.0,6.0,4.0,18.0,16.0,3.0,7.0,1.0,3.0,1.0,0.0
7456,31,16,1,0.0,0.0,1,16.0,7.0,9.0,3.0,16.0,15.0,5.0,2.0,1.0,1.0,0.0,0.0
7457,26,30,1,0.0,1.0,2,12.0,6.0,6.0,3.0,10.0,20.0,7.0,4.0,2.0,3.0,0.0,0.0
7458,5,14,2,0.0,0.0,1,14.0,8.0,6.0,5.0,17.0,14.0,7.0,2.0,4.0,1.0,0.0,0.0
7459,2,3,0,0.0,1.0,2,10.0,5.0,6.0,1.0,15.0,16.0,6.0,1.0,2.0,1.0,0.0,0.0
7460,38,32,0,3.0,3.0,1,15.0,14.0,9.0,7.0,18.0,13.0,6.0,8.0,3.0,2.0,0.0,0.0
7461,28,34,0,2.0,0.0,0,13.0,7.0,7.0,3.0,14.0,6.0,7.0,5.0,0.0,1.0,0.0,0.0
7462,31,30,1,0.0,0.0,1,11.0,5.0,5.0,3.0,8.0,9.0,7.0,1.0,1.0,2.0,0.0,0.0
7463,44,3,1,1.0,0.0,0,9.0,14.0,3.0,7.0,13.0,15.0,6.0,4.0,3.0,4.0,0.0,0.0
7464,0,42,0,1.0,0.0,0,12.0,7.0,3.0,1.0,17.0,15.0,4.0,7.0,0.0,4.0,0.0,0.0
7465,29,31,0,0.0,1.0,2,18.0,11.0,10.0,5.0,8.0,20.0,9.0,4.0,1.0,0.0,0.0,0.0
7466,34,38,0,4.0,1.0,0,18.0,11.0,8.0,8.0,15.0,11.0,4.0,7.0,2.0,1.0,0.0,0.0
7467,1,5,1,1.0,0.0,0,13.0,12.0,10.0,6.0,17.0,13.0,7.0,5.0,0.0,2.0,0.0,0.0
7468,18,2,1,0.0,1.0,2,11.0,9.0,6.0,4.0,18.0,18.0,9.0,5.0,2.0,3.0,0.0,0.0
7469,16,26,0,1.0,0.0,0,6.0,9.0,3.0,7.0,19.0,14.0,4.0,1.0,2.0,5.0,0.0,0.0
7470,3,28,1,0.0,0.0,1,11.0,7.0,5.0,1.0,20.0,17.0,6.0,2.0,0.0,0.0,0.0,0.0
7471,32,13,0,0.0,0.0,1,13.0,11.0,6.0,6.0,8.0,9.0,7.0,8.0,1.0,1.0,0.0,0.0
7472,30,44,0,3.0,0.0,0,12.0,15.0,8.0,9.0,12.0,12.0,1.0,4.0,1.0,1.0,0.0,0.0
7473,14,19,0,1.0,1.0,1,12.0,10.0,7.0,4.0,7.0,11.0,4.0,6.0,1.0,1.0,0.0,0.0
7474,32,31,0,0.0,0.0,1,15.0,24.0,8.0,10.0,12.0,11.0,6.0,6.0,0.0,0.0,0.0,0.0
7475,28,2,0,0.0,0.0,1,8.0,5.0,4.0,1.0,11.0,9.0,8.0,3.0,0.0,1.0,0.0,0.0
7476,42,44,1,0.0,1.0,2,15.0,10.0,5.0,4.0,12.0,12.0,7.0,3.0,2.0,0.0,0.0,0.0
7477,34,26,2,1.0,2.0,2,8.0,19.0,6.0,12.0,10.0,8.0,5.0,4.0,1.0,0.0,0.0,0.0
7478,1,13,1,0.0,0.0,1,13.0,12.0,5.0,3.0,14.0,9.0,6.0,5.0,0.0,1.0,0.0,0.0
7479,14,0,1,0.0,0.0,1,9.0,6.0,3.0,4.0,10.0,16.0,2.0,2.0,1.0,3.0,0.0,0.0
7480,18,29,0,0.0,0.0,1,7.0,16.0,3.0,11.0,18.0,17.0,4.0,5.0,3.0,2.0,0.0,2.0
7481,3,16,0,1.0,0.0,0,18.0,4.0,7.0,3.0,11.0,19.0,11.0,6.0,3.0,2.0,0.0,0.0
7482,30,19,1,0.0,0.0,1,8.0,7.0,4.0,2.0,11.0,12.0,2.0,6.0,1.0,0.0,0.0,0.0
7483,5,38,1,1.0,0.0,0,22.0,5.0,16.0,4.0,9.0,9.0,5.0,2.0,2.0,0.0,0.0,0.0
7484,26,42,1,1.0,1.0,1,18.0,9.0,7.0,6.0,5.0,7.0,12.0,3.0,0.0,0.0,0.0,0.0
